id,name,category,status
1646,Prod_1646,Cat_1,active
1647,Prod_1647,Cat_2,active
1648,Prod_1648,Cat_3,active
1649,Prod_1649,Cat_4,active
1650,Prod_1650,Cat_0,inactive
1651,Prod_1651,Cat_1,active
1652,Prod_1652,Cat_2,active
1653,Prod_1653,Cat_3,active
1654,Prod_1654,Cat_4,active
1655,Prod_1655,Cat_0,active
1656,Prod_1656,Cat_1,active
1657,Prod_1657,Cat_2,active
1658,Prod_1658,Cat_3,active
1659,Prod_1659,Cat_4,active
1660,Prod_1660,Cat_0,inactive
1661,Prod_1661,Cat_1,active
1662,Prod_1662,Cat_2,active
1663,Prod_1663,Cat_3,active
1664,Prod_1664,Cat_4,active
1665,Prod_1665,Cat_0,active
1666,Prod_1666,Cat_1,active
1667,Prod_1667,Cat_2,active
1668,Prod_1668,Cat_3,active
1669,Prod_1669,Cat_4,active
1670,Prod_1670,Cat_0,inactive
1671,Prod_1671,Cat_1,active
1672,Prod_1672,Cat_2,active
1673,Prod_1673,Cat_3,active
1674,Prod_1674,Cat_4,active
1675,Prod_1675,Cat_0,active
1676,Prod_1676,Cat_1,active
1677,Prod_1677,Cat_2,active
1678,Prod_1678,Cat_3,active
1679,Prod_1679,Cat_4,active
1680,Prod_1680,Cat_0,inactive
1681,Prod_1681,Cat_1,active
1682,Prod_1682,Cat_2,active
1683,Prod_1683,Cat_3,active
1684,Prod_1684,Cat_4,active
1685,Prod_1685,Cat_0,active
1686,Prod_1686,Cat_1,active
1687,Prod_1687,Cat_2,active
1688,Prod_1688,Cat_3,active
1689,Prod_1689,Cat_4,active
1690,Prod_1690,Cat_0,inactive
1691,Prod_1691,Cat_1,active
1692,Prod_1692,Cat_2,active
1693,Prod_1693,Cat_3,active
1694,Prod_1694,Cat_4,active
1695,Prod_1695,Cat_0,active
1696,Prod_1696,Cat_1,active
1697,Prod_1697,Cat_2,active
1698,Prod_1698,Cat_3,active
1699,Prod_1699,Cat_4,active
1700,Prod_1700,Cat_0,inactive
1701,Prod_1701,Cat_1,active
1702,Prod_1702,Cat_2,active
1703,Prod_1703,Cat_3,active
1704,Prod_1704,Cat_4,active
1705,Prod_1705,Cat_0,active
1706,Prod_1706,Cat_1,active
1707,Prod_1707,Cat_2,active
1708,Prod_1708,Cat_3,active
1709,Prod_1709,Cat_4,active
1710,Prod_1710,Cat_0,inactive
1711,Prod_1711,Cat_1,active
1712,Prod_1712,Cat_2,active
1713,Prod_1713,Cat_3,active
1714,Prod_1714,Cat_4,active
1715,Prod_1715,Cat_0,active
1716,Prod_1716,Cat_1,active
1717,Prod_1717,Cat_2,active
1718,Prod_1718,Cat_3,active
1719,Prod_1719,Cat_4,active
1720,Prod_1720,Cat_0,inactive
1721,Prod_1721,Cat_1,active
1722,Prod_1722,Cat_2,active
1723,Prod_1723,Cat_3,active
1724,Prod_1724,Cat_4,active
1725,Prod_1725,Cat_0,active
1726,Prod_1726,Cat_1,active
1727,Prod_1727,Cat_2,active
1728,Prod_1728,Cat_3,active
1729,Prod_1729,Cat_4,active
1730,Prod_1730,Cat_0,inactive
1731,Prod_1731,Cat_1,active
1732,Prod_1732,Cat_2,active
1733,Prod_1733,Cat_3,active
1734,Prod_1734,Cat_4,active
1735,Prod_1735,Cat_0,active
1736,Prod_1736,Cat_1,active
1737,Prod_1737,Cat_2,active
1738,Prod_1738,Cat_3,active
1739,Prod_1739,Cat_4,active
1740,Prod_1740,Cat_0,inactive
1741,Prod_1741,Cat_1,active
1742,Prod_1742,Cat_2,active
1743,Prod_1743,Cat_3,active
1744,Prod_1744,Cat_4,active
1745,Prod_1745,Cat_0,active
1746,Prod_1746,Cat_1,active
1747,Prod_1747,Cat_2,active
1748,Prod_1748,Cat_3,active
1749,Prod_1749,Cat_4,active
1750,Prod_1750,Cat_0,inactive
1751,Prod_1751,Cat_1,active
1752,Prod_1752,Cat_2,active
1753,Prod_1753,Cat_3,active
1754,Prod_1754,Cat_4,active
1755,Prod_1755,Cat_0,active
1756,Prod_1756,Cat_1,active
1757,Prod_1757,Cat_2,active
1758,Prod_1758,Cat_3,active
1759,Prod_1759,Cat_4,active
1760,Prod_1760,Cat_0,inactive
1761,Prod_1761,Cat_1,active
1762,Prod_1762,Cat_2,active
1763,Prod_1763,Cat_3,active
1764,Prod_1764,Cat_4,active
1765,Prod_1765,Cat_0,active
1766,Prod_1766,Cat_1,active
1767,Prod_1767,Cat_2,active
1768,Prod_1768,Cat_3,active
1769,Prod_1769,Cat_4,active
1770,Prod_1770,Cat_0,inactive
1771,Prod_1771,Cat_1,active
1772,Prod_1772,Cat_2,active
1773,Prod_1773,Cat_3,active
1774,Prod_1774,Cat_4,active
1775,Prod_1775,Cat_0,active
1776,Prod_1776,Cat_1,active
1777,Prod_1777,Cat_2,active
1778,Prod_1778,Cat_3,active
1779,Prod_1779,Cat_4,active
1780,Prod_1780,Cat_0,inactive
1781,Prod_1781,Cat_1,active
1782,Prod_1782,Cat_2,active
1783,Prod_1783,Cat_3,active
1784,Prod_1784,Cat_4,active
1785,Prod_1785,Cat_0,active
1786,Prod_1786,Cat_1,active
1787,Prod_1787,Cat_2,active
1788,Prod_1788,Cat_3,active
1789,Prod_1789,Cat_4,active
1790,Prod_1790,Cat_0,inactive
1791,Prod_1791,Cat_1,active
1792,Prod_1792,Cat_2,active
1793,Prod_1793,Cat_3,active
1794,Prod_1794,Cat_4,active
1795,Prod_1795,Cat_0,active
1796,Prod_1796,Cat_1,active
1797,Prod_1797,Cat_2,active
1798,Prod_1798,Cat_3,active
1799,Prod_1799,Cat_4,active
1800,Prod_1800,Cat_0,inactive
1801,Prod_1801,Cat_1,active
1802,Prod_1802,Cat_2,active
1803,Prod_1803,Cat_3,active
1804,Prod_1804,Cat_4,active
1805,Prod_1805,Cat_0,active
1806,Prod_1806,Cat_1,active
1807,Prod_1807,Cat_2,active
1808,Prod_1808,Cat_3,active
1809,Prod_1809,Cat_4,active
1810,Prod_1810,Cat_0,inactive
1811,Prod_1811,Cat_1,active
1812,Prod_1812,Cat_2,active
1813,Prod_1813,Cat_3,active
1814,Prod_1814,Cat_4,active
1815,Prod_1815,Cat_0,active
1816,Prod_1816,Cat_1,active
1817,Prod_1817,Cat_2,active
1818,Prod_1818,Cat_3,active
1819,Prod_1819,Cat_4,active
1820,Prod_1820,Cat_0,inactive
1821,Prod_1821,Cat_1,active
1822,Prod_1822,Cat_2,active
1823,Prod_1823,Cat_3,active
1824,Prod_1824,Cat_4,active
1825,Prod_1825,Cat_0,active
1826,Prod_1826,Cat_1,active
1827,Prod_1827,Cat_2,active
1828,Prod_1828,Cat_3,active
1829,Prod_1829,Cat_4,active
1830,Prod_1830,Cat_0,inactive
1831,Prod_1831,Cat_1,active
1832,Prod_1832,Cat_2,active
1833,Prod_1833,Cat_3,active
1834,Prod_1834,Cat_4,active
1835,Prod_1835,Cat_0,active
1836,Prod_1836,Cat_1,active
1837,Prod_1837,Cat_2,active
1838,Prod_1838,Cat_3,active
1839,Prod_1839,Cat_4,active
1840,Prod_1840,Cat_0,inactive
1841,Prod_1841,Cat_1,active
1842,Prod_1842,Cat_2,active
1843,Prod_1843,Cat_3,active
1844,Prod_1844,Cat_4,active
1845,Prod_1845,Cat_0,active
1846,Prod_1846,Cat_1,active
1847,Prod_1847,Cat_2,active
1848,Prod_1848,Cat_3,active
1849,Prod_1849,Cat_4,active
1850,Prod_1850,Cat_0,inactive
1851,Prod_1851,Cat_1,active
1852,Prod_1852,Cat_2,active
1853,Prod_1853,Cat_3,active
1854,Prod_1854,Cat_4,active
1855,Prod_1855,Cat_0,active
1856,Prod_1856,Cat_1,active
1857,Prod_1857,Cat_2,active
1858,Prod_1858,Cat_3,active
1859,Prod_1859,Cat_4,active
1860,Prod_1860,Cat_0,inactive
1861,Prod_1861,Cat_1,active
1862,Prod_1862,Cat_2,active
1863,Prod_1863,Cat_3,active
1864,Prod_1864,Cat_4,active
1865,Prod_1865,Cat_0,active
1866,Prod_1866,Cat_1,active
1867,Prod_1867,Cat_2,active
1868,Prod_1868,Cat_3,active
1869,Prod_1869,Cat_4,active
1870,Prod_1870,Cat_0,inactive
1871,Prod_1871,Cat_1,active
1872,Prod_1872,Cat_2,active
1873,Prod_1873,Cat_3,active
1874,Prod_1874,Cat_4,active
1875,Prod_1875,Cat_0,active
1876,Prod_1876,Cat_1,active
1877,Prod_1877,Cat_2,active
1878,Prod_1878,Cat_3,active
1879,Prod_1879,Cat_4,active
1880,Prod_1880,Cat_0,inactive
1881,Prod_1881,Cat_1,active
1882,Prod_1882,Cat_2,active
1883,Prod_1883,Cat_3,active
1884,Prod_1884,Cat_4,active
1885,Prod_1885,Cat_0,active
1886,Prod_1886,Cat_1,active
1887,Prod_1887,Cat_2,active
1888,Prod_1888,Cat_3,active
1889,Prod_1889,Cat_4,active
1890,Prod_1890,Cat_0,inactive
1891,Prod_1891,Cat_1,active
1892,Prod_1892,Cat_2,active
1893,Prod_1893,Cat_3,active
1894,Prod_1894,Cat_4,active
1895,Prod_1895,Cat_0,active
1896,Prod_1896,Cat_1,active
1897,Prod_1897,Cat_2,active
1898,Prod_1898,Cat_3,active
1899,Prod_1899,Cat_4,active
1900,Prod_1900,Cat_0,inactive
1901,Prod_1901,Cat_1,active
1902,Prod_1902,Cat_2,active
1903,Prod_1903,Cat_3,active
1904,Prod_1904,Cat_4,active
1905,Prod_1905,Cat_0,active
1906,Prod_1906,Cat_1,active
1907,Prod_1907,Cat_2,active
1908,Prod_1908,Cat_3,active
1909,Prod_1909,Cat_4,active
1910,Prod_1910,Cat_0,inactive
1911,Prod_1911,Cat_1,active
1912,Prod_1912,Cat_2,active
1913,Prod_1913,Cat_3,active
1914,Prod_1914,Cat_4,active
1915,Prod_1915,Cat_0,active
1916,Prod_1916,Cat_1,active
1917,Prod_1917,Cat_2,active
1918,Prod_1918,Cat_3,active
1919,Prod_1919,Cat_4,active
1920,Prod_1920,Cat_0,inactive
1921,Prod_1921,Cat_1,active
1922,Prod_1922,Cat_2,active
1923,Prod_1923,Cat_3,active
1924,Prod_1924,Cat_4,active
1925,Prod_1925,Cat_0,active
1926,Prod_1926,Cat_1,active
1927,Prod_1927,Cat_2,active
1928,Prod_1928,Cat_3,active
1929,Prod_1929,Cat_4,active
1930,Prod_1930,Cat_0,inactive
1931,Prod_1931,Cat_1,active
1932,Prod_1932,Cat_2,active
1933,Prod_1933,Cat_3,active
1934,Prod_1934,Cat_4,active
1935,Prod_1935,Cat_0,active
1936,Prod_1936,Cat_1,active
1937,Prod_1937,Cat_2,active
1938,Prod_1938,Cat_3,active
1939,Prod_1939,Cat_4,active
1940,Prod_1940,Cat_0,inactive
1941,Prod_1941,Cat_1,active
1942,Prod_1942,Cat_2,active
1943,Prod_1943,Cat_3,active
1944,Prod_1944,Cat_4,active
1945,Prod_1945,Cat_0,active
1946,Prod_1946,Cat_1,active
1947,Prod_1947,Cat_2,active
1948,Prod_1948,Cat_3,active
1949,Prod_1949,Cat_4,active
1950,Prod_1950,Cat_0,inactive
1951,Prod_1951,Cat_1,active
1952,Prod_1952,Cat_2,active
1953,Prod_1953,Cat_3,active
1954,Prod_1954,Cat_4,active
1955,Prod_1955,Cat_0,active
1956,Prod_1956,Cat_1,active
1957,Prod_1957,Cat_2,active
1958,Prod_1958,Cat_3,active
1959,Prod_1959,Cat_4,active
1960,Prod_1960,Cat_0,inactive
1961,Prod_1961,Cat_1,active
1962,Prod_1962,Cat_2,active
1963,Prod_1963,Cat_3,active
1964,Prod_1964,Cat_4,active
1965,Prod_1965,Cat_0,active
1966,Prod_1966,Cat_1,active
1967,Prod_1967,Cat_2,active
1968,Prod_1968,Cat_3,active
1969,Prod_1969,Cat_4,active
1970,Prod_1970,Cat_0,inactive
1971,Prod_1971,Cat_1,active
1972,Prod_1972,Cat_2,active
1973,Prod_1973,Cat_3,active
1974,Prod_1974,Cat_4,active
1975,Prod_1975,Cat_0,active
1976,Prod_1976,Cat_1,active
1977,Prod_1977,Cat_2,active
1978,Prod_1978,Cat_3,active
1979,Prod_1979,Cat_4,active
1980,Prod_1980,Cat_0,inactive
1981,Prod_1981,Cat_1,active
1982,Prod_1982,Cat_2,active
1983,Prod_1983,Cat_3,active
1984,Prod_1984,Cat_4,active
1985,Prod_1985,Cat_0,active
1986,Prod_1986,Cat_1,active
1987,Prod_1987,Cat_2,active
1988,Prod_1988,Cat_3,active
1989,Prod_1989,Cat_4,active
1990,Prod_1990,Cat_0,inactive
1991,Prod_1991,Cat_1,active
1992,Prod_1992,Cat_2,active
1993,Prod_1993,Cat_3,active
1994,Prod_1994,Cat_4,active
1995,Prod_1995,Cat_0,active
1996,Prod_1996,Cat_1,active
1997,Prod_1997,Cat_2,active
1998,Prod_1998,Cat_3,active
1999,Prod_1999,Cat_4,active
2000,Prod_2000,Cat_0,inactive
2001,Prod_2001,Cat_1,active
2002,Prod_2002,Cat_2,active
2003,Prod_2003,Cat_3,active
2004,Prod_2004,Cat_4,active
2005,Prod_2005,Cat_0,active
2006,Prod_2006,Cat_1,active
2007,Prod_2007,Cat_2,active
2008,Prod_2008,Cat_3,active
2009,Prod_2009,Cat_4,active
2010,Prod_2010,Cat_0,inactive
2011,Prod_2011,Cat_1,active
2012,Prod_2012,Cat_2,active
2013,Prod_2013,Cat_3,active
2014,Prod_2014,Cat_4,active
2015,Prod_2015,Cat_0,active
2016,Prod_2016,Cat_1,active
2017,Prod_2017,Cat_2,active
2018,Prod_2018,Cat_3,active
2019,Prod_2019,Cat_4,active
2020,Prod_2020,Cat_0,inactive
2021,Prod_2021,Cat_1,active
2022,Prod_2022,Cat_2,active
2023,Prod_2023,Cat_3,active
2024,Prod_2024,Cat_4,active
2025,Prod_2025,Cat_0,active
2026,Prod_2026,Cat_1,active
2027,Prod_2027,Cat_2,active
2028,Prod_2028,Cat_3,active
2029,Prod_2029,Cat_4,active
2030,Prod_2030,Cat_0,inactive
2031,Prod_2031,Cat_1,active
2032,Prod_2032,Cat_2,active
2033,Prod_2033,Cat_3,active
2034,Prod_2034,Cat_4,active
2035,Prod_2035,Cat_0,active
2036,Prod_2036,Cat_1,active
2037,Prod_2037,Cat_2,active
2038,Prod_2038,Cat_3,active
2039,Prod_2039,Cat_4,active
2040,Prod_2040,Cat_0,inactive
2041,Prod_2041,Cat_1,active
2042,Prod_2042,Cat_2,active
2043,Prod_2043,Cat_3,active
2044,Prod_2044,Cat_4,active
2045,Prod_2045,Cat_0,active
2046,Prod_2046,Cat_1,active
2047,Prod_2047,Cat_2,active
2048,Prod_2048,Cat_3,active
2049,Prod_2049,Cat_4,active
2050,Prod_2050,Cat_0,inactive
2051,Prod_2051,Cat_1,active
2052,Prod_2052,Cat_2,active
2053,Prod_2053,Cat_3,active
2054,Prod_2054,Cat_4,active
2055,Prod_2055,Cat_0,active
2056,Prod_2056,Cat_1,active
2057,Prod_2057,Cat_2,active
2058,Prod_2058,Cat_3,active
2059,Prod_2059,Cat_4,active
2060,Prod_2060,Cat_0,inactive
2061,Prod_2061,Cat_1,active
2062,Prod_2062,Cat_2,active
2063,Prod_2063,Cat_3,active
2064,Prod_2064,Cat_4,active
2065,Prod_2065,Cat_0,active
2066,Prod_2066,Cat_1,active
2067,Prod_2067,Cat_2,active
2068,Prod_2068,Cat_3,active
2069,Prod_2069,Cat_4,active
2070,Prod_2070,Cat_0,inactive
2071,Prod_2071,Cat_1,active
2072,Prod_2072,Cat_2,active
2073,Prod_2073,Cat_3,active
2074,Prod_2074,Cat_4,active
2075,Prod_2075,Cat_0,active
2076,Prod_2076,Cat_1,active
2077,Prod_2077,Cat_2,active
2078,Prod_2078,Cat_3,active
2079,Prod_2079,Cat_4,active
2080,Prod_2080,Cat_0,inactive
2081,Prod_2081,Cat_1,active
2082,Prod_2082,Cat_2,active
2083,Prod_2083,Cat_3,active
2084,Prod_2084,Cat_4,active
2085,Prod_2085,Cat_0,active
2086,Prod_2086,Cat_1,active
2087,Prod_2087,Cat_2,active
2088,Prod_2088,Cat_3,active
2089,Prod_2089,Cat_4,active
2090,Prod_2090,Cat_0,inactive
2091,Prod_2091,Cat_1,active
2092,Prod_2092,Cat_2,active
2093,Prod_2093,Cat_3,active
2094,Prod_2094,Cat_4,active
2095,Prod_2095,Cat_0,active
2096,Prod_2096,Cat_1,active
2097,Prod_2097,Cat_2,active
2098,Prod_2098,Cat_3,active
2099,Prod_2099,Cat_4,active
2100,Prod_2100,Cat_0,inactive
2101,Prod_2101,Cat_1,active
2102,Prod_2102,Cat_2,active
2103,Prod_2103,Cat_3,active
2104,Prod_2104,Cat_4,active
2105,Prod_2105,Cat_0,active
2106,Prod_2106,Cat_1,active
2107,Prod_2107,Cat_2,active
2108,Prod_2108,Cat_3,active
2109,Prod_2109,Cat_4,active
2110,Prod_2110,Cat_0,inactive
2111,Prod_2111,Cat_1,active
2112,Prod_2112,Cat_2,active
2113,Prod_2113,Cat_3,active
2114,Prod_2114,Cat_4,active
2115,Prod_2115,Cat_0,active
2116,Prod_2116,Cat_1,active
2117,Prod_2117,Cat_2,active
2118,Prod_2118,Cat_3,active
2119,Prod_2119,Cat_4,active
2120,Prod_2120,Cat_0,inactive
2121,Prod_2121,Cat_1,active
2122,Prod_2122,Cat_2,active
2123,Prod_2123,Cat_3,active
2124,Prod_2124,Cat_4,active
2125,Prod_2125,Cat_0,active
2126,Prod_2126,Cat_1,active
2127,Prod_2127,Cat_2,active
2128,Prod_2128,Cat_3,active
2129,Prod_2129,Cat_4,active
2130,Prod_2130,Cat_0,inactive
2131,Prod_2131,Cat_1,active
2132,Prod_2132,Cat_2,active
2133,Prod_2133,Cat_3,active
2134,Prod_2134,Cat_4,active
2135,Prod_2135,Cat_0,active
2136,Prod_2136,Cat_1,active
2137,Prod_2137,Cat_2,active
2138,Prod_2138,Cat_3,active
2139,Prod_2139,Cat_4,active
2140,Prod_2140,Cat_0,inactive
2141,Prod_2141,Cat_1,active
2142,Prod_2142,Cat_2,active
2143,Prod_2143,Cat_3,active
2144,Prod_2144,Cat_4,active
2145,Prod_2145,Cat_0,active
2146,Prod_2146,Cat_1,active
2147,Prod_2147,Cat_2,active
2148,Prod_2148,Cat_3,active
2149,Prod_2149,Cat_4,active
2150,Prod_2150,Cat_0,inactive
2151,Prod_2151,Cat_1,active
2152,Prod_2152,Cat_2,active
2153,Prod_2153,Cat_3,active
2154,Prod_2154,Cat_4,active
2155,Prod_2155,Cat_0,active
2156,Prod_2156,Cat_1,active
2157,Prod_2157,Cat_2,active
2158,Prod_2158,Cat_3,active
2159,Prod_2159,Cat_4,active
2160,Prod_2160,Cat_0,inactive
2161,Prod_2161,Cat_1,active
2162,Prod_2162,Cat_2,active
2163,Prod_2163,Cat_3,active
2164,Prod_2164,Cat_4,active
2165,Prod_2165,Cat_0,active
2166,Prod_2166,Cat_1,active
2167,Prod_2167,Cat_2,active
2168,Prod_2168,Cat_3,active
2169,Prod_2169,Cat_4,active
2170,Prod_2170,Cat_0,inactive
2171,Prod_2171,Cat_1,active
2172,Prod_2172,Cat_2,active
2173,Prod_2173,Cat_3,active
2174,Prod_2174,Cat_4,active
2175,Prod_2175,Cat_0,active
2176,Prod_2176,Cat_1,active
2177,Prod_2177,Cat_2,active
2178,Prod_2178,Cat_3,active
2179,Prod_2179,Cat_4,active
2180,Prod_2180,Cat_0,inactive
2181,Prod_2181,Cat_1,active
2182,Prod_2182,Cat_2,active
2183,Prod_2183,Cat_3,active
2184,Prod_2184,Cat_4,active
2185,Prod_2185,Cat_0,active
2186,Prod_2186,Cat_1,active
2187,Prod_2187,Cat_2,active
2188,Prod_2188,Cat_3,active
2189,Prod_2189,Cat_4,active
2190,Prod_2190,Cat_0,inactive
2191,Prod_2191,Cat_1,active
2192,Prod_2192,Cat_2,active
2193,Prod_2193,Cat_3,active
2194,Prod_2194,Cat_4,active
2195,Prod_2195,Cat_0,active
2196,Prod_2196,Cat_1,active
2197,Prod_2197,Cat_2,active
2198,Prod_2198,Cat_3,active
2199,Prod_2199,Cat_4,active
2200,Prod_2200,Cat_0,inactive
2201,Prod_2201,Cat_1,active
2202,Prod_2202,Cat_2,active
2203,Prod_2203,Cat_3,active
2204,Prod_2204,Cat_4,active
2205,Prod_2205,Cat_0,active
2206,Prod_2206,Cat_1,active
2207,Prod_2207,Cat_2,active
2208,Prod_2208,Cat_3,active
2209,Prod_2209,Cat_4,active
2210,Prod_2210,Cat_0,inactive
2211,Prod_2211,Cat_1,active
2212,Prod_2212,Cat_2,active
2213,Prod_2213,Cat_3,active
2214,Prod_2214,Cat_4,active
2215,Prod_2215,Cat_0,active
2216,Prod_2216,Cat_1,active
2217,Prod_2217,Cat_2,active
2218,Prod_2218,Cat_3,active
2219,Prod_2219,Cat_4,active
2220,Prod_2220,Cat_0,inactive
2221,Prod_2221,Cat_1,active
2222,Prod_2222,Cat_2,active
2223,Prod_2223,Cat_3,active
2224,Prod_2224,Cat_4,active
2225,Prod_2225,Cat_0,active
2226,Prod_2226,Cat_1,active
2227,Prod_2227,Cat_2,active
2228,Prod_2228,Cat_3,active
2229,Prod_2229,Cat_4,active
2230,Prod_2230,Cat_0,inactive
2231,Prod_2231,Cat_1,active
2232,Prod_2232,Cat_2,active
2233,Prod_2233,Cat_3,active
2234,Prod_2234,Cat_4,active
2235,Prod_2235,Cat_0,active
2236,Prod_2236,Cat_1,active
2237,Prod_2237,Cat_2,active
2238,Prod_2238,Cat_3,active
2239,Prod_2239,Cat_4,active
2240,Prod_2240,Cat_0,inactive
2241,Prod_2241,Cat_1,active
2242,Prod_2242,Cat_2,active
2243,Prod_2243,Cat_3,active
2244,Prod_2244,Cat_4,active
2245,Prod_2245,Cat_0,active
2246,Prod_2246,Cat_1,active
2247,Prod_2247,Cat_2,active
2248,Prod_2248,Cat_3,active
2249,Prod_2249,Cat_4,active
2250,Prod_2250,Cat_0,inactive
2251,Prod_2251,Cat_1,active
2252,Prod_2252,Cat_2,active
2253,Prod_2253,Cat_3,active
2254,Prod_2254,Cat_4,active
2255,Prod_2255,Cat_0,active
2256,Prod_2256,Cat_1,active
2257,Prod_2257,Cat_2,active
2258,Prod_2258,Cat_3,active
2259,Prod_2259,Cat_4,active
2260,Prod_2260,Cat_0,inactive
2261,Prod_2261,Cat_1,active
2262,Prod_2262,Cat_2,active
2263,Prod_2263,Cat_3,active
2264,Prod_2264,Cat_4,active
2265,Prod_2265,Cat_0,active
2266,Prod_2266,Cat_1,active
2267,Prod_2267,Cat_2,active
2268,Prod_2268,Cat_3,active
2269,Prod_2269,Cat_4,active
2270,Prod_2270,Cat_0,inactive
2271,Prod_2271,Cat_1,active
2272,Prod_2272,Cat_2,active
2273,Prod_2273,Cat_3,active
2274,Prod_2274,Cat_4,active
2275,Prod_2275,Cat_0,active
2276,Prod_2276,Cat_1,active
2277,Prod_2277,Cat_2,active
2278,Prod_2278,Cat_3,active
2279,Prod_2279,Cat_4,active
2280,Prod_2280,Cat_0,inactive
2281,Prod_2281,Cat_1,active
2282,Prod_2282,Cat_2,active
2283,Prod_2283,Cat_3,active
2284,Prod_2284,Cat_4,active
2285,Prod_2285,Cat_0,active
2286,Prod_2286,Cat_1,active
2287,Prod_2287,Cat_2,active
2288,Prod_2288,Cat_3,active
2289,Prod_2289,Cat_4,active
2290,Prod_2290,Cat_0,inactive
2291,Prod_2291,Cat_1,active
2292,Prod_2292,Cat_2,active
2293,Prod_2293,Cat_3,active
2294,Prod_2294,Cat_4,active
2295,Prod_2295,Cat_0,active
2296,Prod_2296,Cat_1,active
2297,Prod_2297,Cat_2,active
2298,Prod_2298,Cat_3,active
2299,Prod_2299,Cat_4,active
2300,Prod_2300,Cat_0,inactive
2301,Prod_2301,Cat_1,active
2302,Prod_2302,Cat_2,active
2303,Prod_2303,Cat_3,active
2304,Prod_2304,Cat_4,active
2305,Prod_2305,Cat_0,active
2306,Prod_2306,Cat_1,active
2307,Prod_2307,Cat_2,active
2308,Prod_2308,Cat_3,active
2309,Prod_2309,Cat_4,active
2310,Prod_2310,Cat_0,inactive
2311,Prod_2311,Cat_1,active
2312,Prod_2312,Cat_2,active
2313,Prod_2313,Cat_3,active
2314,Prod_2314,Cat_4,active
2315,Prod_2315,Cat_0,active
2316,Prod_2316,Cat_1,active
2317,Prod_2317,Cat_2,active
2318,Prod_2318,Cat_3,active
2319,Prod_2319,Cat_4,active
2320,Prod_2320,Cat_0,inactive
2321,Prod_2321,Cat_1,active
2322,Prod_2322,Cat_2,active
2323,Prod_2323,Cat_3,active
2324,Prod_2324,Cat_4,active
2325,Prod_2325,Cat_0,active
2326,Prod_2326,Cat_1,active
2327,Prod_2327,Cat_2,active
2328,Prod_2328,Cat_3,active
2329,Prod_2329,Cat_4,active
2330,Prod_2330,Cat_0,inactive
2331,Prod_2331,Cat_1,active
2332,Prod_2332,Cat_2,active
2333,Prod_2333,Cat_3,active
2334,Prod_2334,Cat_4,active
2335,Prod_2335,Cat_0,active
2336,Prod_2336,Cat_1,active
2337,Prod_2337,Cat_2,active
2338,Prod_2338,Cat_3,active
2339,Prod_2339,Cat_4,active
2340,Prod_2340,Cat_0,inactive
2341,Prod_2341,Cat_1,active
2342,Prod_2342,Cat_2,active
2343,Prod_2343,Cat_3,active
2344,Prod_2344,Cat_4,active
2345,Prod_2345,Cat_0,active
2346,Prod_2346,Cat_1,active
2347,Prod_2347,Cat_2,active
2348,Prod_2348,Cat_3,active
2349,Prod_2349,Cat_4,active
2350,Prod_2350,Cat_0,inactive
2351,Prod_2351,Cat_1,active
2352,Prod_2352,Cat_2,active
2353,Prod_2353,Cat_3,active
2354,Prod_2354,Cat_4,active
2355,Prod_2355,Cat_0,active
2356,Prod_2356,Cat_1,active
2357,Prod_2357,Cat_2,active
2358,Prod_2358,Cat_3,active
2359,Prod_2359,Cat_4,active
2360,Prod_2360,Cat_0,inactive
2361,Prod_2361,Cat_1,active
2362,Prod_2362,Cat_2,active
2363,Prod_2363,Cat_3,active
2364,Prod_2364,Cat_4,active
2365,Prod_2365,Cat_0,active
2366,Prod_2366,Cat_1,active
2367,Prod_2367,Cat_2,active
2368,Prod_2368,Cat_3,active
2369,Prod_2369,Cat_4,active
2370,Prod_2370,Cat_0,inactive
2371,Prod_2371,Cat_1,active
2372,Prod_2372,Cat_2,active
2373,Prod_2373,Cat_3,active
2374,Prod_2374,Cat_4,active
2375,Prod_2375,Cat_0,active
2376,Prod_2376,Cat_1,active
2377,Prod_2377,Cat_2,active
2378,Prod_2378,Cat_3,active
2379,Prod_2379,Cat_4,active
2380,Prod_2380,Cat_0,inactive
2381,Prod_2381,Cat_1,active
2382,Prod_2382,Cat_2,active
2383,Prod_2383,Cat_3,active
2384,Prod_2384,Cat_4,active
2385,Prod_2385,Cat_0,active
2386,Prod_2386,Cat_1,active
2387,Prod_2387,Cat_2,active
2388,Prod_2388,Cat_3,active
2389,Prod_2389,Cat_4,active
2390,Prod_2390,Cat_0,inactive
2391,Prod_2391,Cat_1,active
2392,Prod_2392,Cat_2,active
2393,Prod_2393,Cat_3,active
2394,Prod_2394,Cat_4,active
2395,Prod_2395,Cat_0,active
2396,Prod_2396,Cat_1,active
2397,Prod_2397,Cat_2,active
2398,Prod_2398,Cat_3,active
2399,Prod_2399,Cat_4,active
2400,Prod_2400,Cat_0,inactive
2401,Prod_2401,Cat_1,active
2402,Prod_2402,Cat_2,active
2403,Prod_2403,Cat_3,active
2404,Prod_2404,Cat_4,active
2405,Prod_2405,Cat_0,active
2406,Prod_2406,Cat_1,active
2407,Prod_2407,Cat_2,active
2408,Prod_2408,Cat_3,active
2409,Prod_2409,Cat_4,active
2410,Prod_2410,Cat_0,inactive
2411,Prod_2411,Cat_1,active
2412,Prod_2412,Cat_2,active
2413,Prod_2413,Cat_3,active
